Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Genres,Demographic
Kaze Tachinu,445,709,8.11,172717,302897,2965,Movie,1,Finished Airing,,2013,Studio Ghibli,Award Winning,
Kaze Tachinu,445,709,8.11,172717,302897,2965,Movie,1,Finished Airing,,2013,Studio Ghibli,Drama,
Kaze Tachinu,445,709,8.11,172717,302897,2965,Movie,1,Finished Airing,,2013,Studio Ghibli,Romance,
Kidou Senshi Gundam 00,446,1025,8.11,117146,211304,4363,TV,25,Finished Airing,Fall,2007,Sunrise,Action,
Kidou Senshi Gundam 00,446,1025,8.11,117146,211304,4363,TV,25,Finished Airing,Fall,2007,Sunrise,Drama,
Kidou Senshi Gundam 00,446,1025,8.11,117146,211304,4363,TV,25,Finished Airing,Fall,2007,Sunrise,Sci-Fi,
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,447,1930,8.11,45898,96326,239,Special,1,Finished Airing,,2006,Production I.G,Award Winning,Seinen
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,447,1930,8.11,45898,96326,239,Special,1,Finished Airing,,2006,Production I.G,Mystery,Seinen
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,447,1930,8.11,45898,96326,239,Special,1,Finished Airing,,2006,Production I.G,Sci-Fi,Seinen
Mahoutsukai no Yome: Hoshi Matsu Hito,448,813,8.11,117475,266181,699,OVA,3,Finished Airing,,2016,Wit Studio,Fantasy,Shounen
Mahoutsukai no Yome: Hoshi Matsu Hito,448,813,8.11,117475,266181,699,OVA,3,Finished Airing,,2016,Wit Studio,Supernatural,Shounen
Romantic Killer,449,1557,8.11,66132,127738,1806,ONA,12,Finished Airing,,2022,Others,Comedy,Shounen
Romantic Killer,449,1557,8.11,66132,127738,1806,ONA,12,Finished Airing,,2022,Others,Romance,Shounen
Romantic Killer,449,1557,8.11,66132,127738,1806,ONA,12,Finished Airing,,2022,Others,Supernatural,Shounen
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,450,1061,8.11,125473,203550,431,ONA,6,Finished Airing,,2019,J.C.Staff,Comedy,Shounen
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,450,1061,8.11,125473,203550,431,ONA,6,Finished Airing,,2019,J.C.Staff,Supernatural,Shounen
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,450,1061,8.11,125473,203550,431,ONA,6,Finished Airing,,2019,Egg Firm,Comedy,Shounen
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,450,1061,8.11,125473,203550,431,ONA,6,Finished Airing,,2019,Egg Firm,Supernatural,Shounen
Tamayura: Sotsugyou Shashin Part 4 - Ashita,451,5812,8.11,3047,10440,68,Movie,1,Finished Airing,,2016,TYO Animations,Comedy,
Tamayura: Sotsugyou Shashin Part 4 - Ashita,451,5812,8.11,3047,10440,68,Movie,1,Finished Airing,,2016,TYO Animations,Drama,
Tamayura: Sotsugyou Shashin Part 4 - Ashita,451,5812,8.11,3047,10440,68,Movie,1,Finished Airing,,2016,TYO Animations,Slice of Life,
"Komi-san wa, Comyushou desu. 2nd Season",452,500,8.1,186585,406659,3656,TV,12,Finished Airing,Spring,2022,OLM,,Shounen
Kuroko no Basket: Saikou no Present desu,453,1887,8.1,52432,99335,197,Special,1,Finished Airing,,2015,Production I.G,,Shounen
Overlord IV,454,469,8.1,191026,430345,6463,TV,13,Finished Airing,Summer,2022,Madhouse,Action,
Overlord IV,454,469,8.1,191026,430345,6463,TV,13,Finished Airing,Summer,2022,Madhouse,Adventure,
Overlord IV,454,469,8.1,191026,430345,6463,TV,13,Finished Airing,Summer,2022,Madhouse,Fantasy,
Shokugeki no Souma: Ni no Sara,455,123,8.1,687874,1077738,3042,TV,13,Finished Airing,Summer,2016,J.C.Staff,Gourmet,Shounen
Shokugeki no Souma: Ni no Sara,455,123,8.1,687874,1077738,3042,TV,13,Finished Airing,Summer,2016,J.C.Staff,Ecchi,Shounen
Tonikaku Kawaii: SNS,456,1564,8.1,64984,127218,704,OVA,1,Finished Airing,,2021,Seven Arcs,Comedy,Shounen
Tonikaku Kawaii: SNS,456,1564,8.1,64984,127218,704,OVA,1,Finished Airing,,2021,Seven Arcs,Romance,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Action,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Adventure,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Drama,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Fantasy,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Mystery,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Romance,Shounen
Tsubasa: Shunraiki,457,2563,8.1,29161,60419,252,OVA,2,Finished Airing,,2009,Production I.G,Supernatural,Shounen
Tsukimonogatari,458,514,8.1,226109,399107,943,TV,4,Finished Airing,Fall,2014,Shaft,Comedy,
Tsukimonogatari,458,514,8.1,226109,399107,943,TV,4,Finished Airing,Fall,2014,Shaft,Mystery,
Tsukimonogatari,458,514,8.1,226109,399107,943,TV,4,Finished Airing,Fall,2014,Shaft,Supernatural,
Tsukimonogatari,458,514,8.1,226109,399107,943,TV,4,Finished Airing,Fall,2014,Shaft,Ecchi,
Uchouten Kazoku 2,459,2538,8.1,24589,61443,297,TV,12,Finished Airing,Spring,2017,P.A. Works,Comedy,
Uchouten Kazoku 2,459,2538,8.1,24589,61443,297,TV,12,Finished Airing,Spring,2017,P.A. Works,Drama,
Uchouten Kazoku 2,459,2538,8.1,24589,61443,297,TV,12,Finished Airing,Spring,2017,P.A. Works,Fantasy,
Uchouten Kazoku 2,459,2538,8.1,24589,61443,297,TV,12,Finished Airing,Spring,2017,P.A. Works,Slice of Life,
Zankyou no Terror,460,122,8.1,582164,1093315,21176,TV,11,Finished Airing,Summer,2014,MAPPA,Mystery,
Zankyou no Terror,460,122,8.1,582164,1093315,21176,TV,11,Finished Airing,Summer,2014,MAPPA,Suspense,
Akatsuki no Yona OVA,461,1565,8.1,66365,126920,355,OVA,3,Finished Airing,,2015,Pierrot,Action,Shoujo
Akatsuki no Yona OVA,461,1565,8.1,66365,126920,355,OVA,3,Finished Airing,,2015,Pierrot,Comedy,Shoujo
Akatsuki no Yona OVA,461,1565,8.1,66365,126920,355,OVA,3,Finished Airing,,2015,Pierrot,Fantasy,Shoujo
Baccano! Specials,462,1236,8.1,109268,173496,301,Special,3,Finished Airing,,2008,"""Brains Base""",Action,
Baccano! Specials,462,1236,8.1,109268,173496,301,Special,3,Finished Airing,,2008,"""Brains Base""",Comedy,
Baccano! Specials,462,1236,8.1,109268,173496,301,Special,3,Finished Airing,,2008,"""Brains Base""",Mystery,
Baccano! Specials,462,1236,8.1,109268,173496,301,Special,3,Finished Airing,,2008,"""Brains Base""",Supernatural,
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,463,113,8.1,790775,1115523,20676,TV,24,Finished Airing,Spring,2014,David Production,Action,Shounen
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,463,113,8.1,790775,1115523,20676,TV,24,Finished Airing,Spring,2014,David Production,Adventure,Shounen
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,463,113,8.1,790775,1115523,20676,TV,24,Finished Airing,Spring,2014,David Production,Drama,Shounen
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,463,113,8.1,790775,1115523,20676,TV,24,Finished Airing,Spring,2014,David Production,Supernatural,Shounen
Kidou Senshi Gundam Unicorn,464,1967,8.1,47558,93791,1534,OVA,7,Finished Airing,,2010,Sunrise,Action,
Kidou Senshi Gundam Unicorn,464,1967,8.1,47558,93791,1534,OVA,7,Finished Airing,,2010,Sunrise,Drama,
Kidou Senshi Gundam Unicorn,464,1967,8.1,47558,93791,1534,OVA,7,Finished Airing,,2010,Sunrise,Sci-Fi,
5-toubun no Hanayome ∬,465,287,8.09,381950,641977,11192,TV,12,Finished Airing,Winter,2021,Others,Comedy,Shounen
5-toubun no Hanayome ∬,465,287,8.09,381950,641977,11192,TV,12,Finished Airing,Winter,2021,Others,Romance,Shounen
Ansatsu Kyoushitsu,466,34,8.09,1105768,1870171,28240,TV,22,Finished Airing,Winter,2015,Lerche,Action,Shounen
Ansatsu Kyoushitsu,466,34,8.09,1105768,1870171,28240,TV,22,Finished Airing,Winter,2015,Lerche,Comedy,Shounen
Gin no Saji,467,777,8.09,126022,279585,2784,TV,11,Finished Airing,Summer,2013,A-1 Pictures,,Shounen
Hajime no Ippo: Boxer no Kobushi,468,2837,8.09,28965,49938,66,Special,1,Finished Airing,,2003,Madhouse,,Shounen
Initial D Fifth Stage,469,1507,8.09,70047,133598,700,TV,14,Finished Airing,Fall,2012,SynergySP,Action,Seinen
Initial D Fifth Stage,469,1507,8.09,70047,133598,700,TV,14,Finished Airing,Fall,2012,SynergySP,Drama,Seinen
Kamisama Hajimemashita,470,314,8.09,313751,608911,13991,TV,13,Finished Airing,Fall,2012,TMS Entertainment,Comedy,Shoujo
Kamisama Hajimemashita,470,314,8.09,313751,608911,13991,TV,13,Finished Airing,Fall,2012,TMS Entertainment,Fantasy,Shoujo
Kamisama Hajimemashita,470,314,8.09,313751,608911,13991,TV,13,Finished Airing,Fall,2012,TMS Entertainment,Romance,Shoujo
Kanata no Astra,471,772,8.09,135866,280698,3008,TV,12,Finished Airing,Summer,2019,Lerche,Adventure,Shounen
Kanata no Astra,471,772,8.09,135866,280698,3008,TV,12,Finished Airing,Summer,2019,Lerche,Award Winning,Shounen
Kanata no Astra,471,772,8.09,135866,280698,3008,TV,12,Finished Airing,Summer,2019,Lerche,Mystery,Shounen
Kanata no Astra,471,772,8.09,135866,280698,3008,TV,12,Finished Airing,Summer,2019,Lerche,Sci-Fi,Shounen
Mirai Shounen Conan,472,2954,8.09,15636,46403,543,TV,26,Finished Airing,Spring,1978,Nippon Animation,Adventure,
Mirai Shounen Conan,472,2954,8.09,15636,46403,543,TV,26,Finished Airing,Spring,1978,Nippon Animation,Drama,
Mirai Shounen Conan,472,2954,8.09,15636,46403,543,TV,26,Finished Airing,Spring,1978,Nippon Animation,Sci-Fi,
No Game No Life,473,16,8.09,1460700,2266413,47131,TV,12,Finished Airing,Spring,2014,Madhouse,Comedy,
No Game No Life,473,16,8.09,1460700,2266413,47131,TV,12,Finished Airing,Spring,2014,Madhouse,Fantasy,
No Game No Life,473,16,8.09,1460700,2266413,47131,TV,12,Finished Airing,Spring,2014,Madhouse,Ecchi,
One Piece Film: Strong World,474,924,8.09,146375,233656,440,Movie,1,Finished Airing,,2009,Toei Animation,Action,Shounen
One Piece Film: Strong World,474,924,8.09,146375,233656,440,Movie,1,Finished Airing,,2009,Toei Animation,Adventure,Shounen
One Piece Film: Strong World,474,924,8.09,146375,233656,440,Movie,1,Finished Airing,,2009,Toei Animation,Fantasy,Shounen
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,475,2307,8.09,42896,72054,310,OVA,13,Finished Airing,,2011,TMS Entertainment,Action,Shounen
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,475,2307,8.09,42896,72054,310,OVA,13,Finished Airing,,2011,TMS Entertainment,Adventure,Shounen
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,475,2307,8.09,42896,72054,310,OVA,13,Finished Airing,,2011,TMS Entertainment,Supernatural,Shounen
Sakura-sou no Pet na Kanojo,476,99,8.09,676694,1187423,25987,TV,24,Finished Airing,Fall,2012,J.C.Staff,Drama,
Sakura-sou no Pet na Kanojo,476,99,8.09,676694,1187423,25987,TV,24,Finished Airing,Fall,2012,J.C.Staff,Romance,
Toradora!,477,22,8.09,1307402,2084456,55079,TV,25,Finished Airing,Fall,2008,J.C.Staff,Drama,
Toradora!,477,22,8.09,1307402,2084456,55079,TV,25,Finished Airing,Fall,2008,J.C.Staff,Romance,
Kuroko no Basket Movie 4: Last Game,478,782,8.08,165811,277614,1000,Movie,1,Finished Airing,,2017,Production I.G,,Shounen
Serial Experiments Lain,479,252,8.08,269398,695869,24669,TV,13,Finished Airing,Summer,1998,Others,Avant Garde,
Serial Experiments Lain,479,252,8.08,269398,695869,24669,TV,13,Finished Airing,Summer,1998,Others,Award Winning,
Serial Experiments Lain,479,252,8.08,269398,695869,24669,TV,13,Finished Airing,Summer,1998,Others,Drama,
Serial Experiments Lain,479,252,8.08,269398,695869,24669,TV,13,Finished Airing,Summer,1998,Others,Mystery,
Serial Experiments Lain,479,252,8.08,269398,695869,24669,TV,13,Finished Airing,Summer,1998,Others,Sci-Fi,
Serial Experiments Lain,479,252,8.08,269398,695869,24669,TV,13,Finished Airing,Summer,1998,Others,Supernatural,
Skip Beat!,480,835,8.08,135587,257677,5059,TV,25,Finished Airing,Fall,2008,Hal Film Maker,Comedy,Shoujo
Skip Beat!,480,835,8.08,135587,257677,5059,TV,25,Finished Airing,Fall,2008,Hal Film Maker,Drama,Shoujo
Skip Beat!,480,835,8.08,135587,257677,5059,TV,25,Finished Airing,Fall,2008,Hal Film Maker,Romance,Shoujo
Stand By Me Doraemon,481,2855,8.08,34570,49401,200,Movie,1,Finished Airing,,2014,Others,Comedy,
Stand By Me Doraemon,481,2855,8.08,34570,49401,200,Movie,1,Finished Airing,,2014,Others,Sci-Fi,
Stand By Me Doraemon,481,2855,8.08,34570,49401,200,Movie,1,Finished Airing,,2014,Shin-Ei Animation,Comedy,
Stand By Me Doraemon,481,2855,8.08,34570,49401,200,Movie,1,Finished Airing,,2014,Shin-Ei Animation,Sci-Fi,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,482,1691,8.08,15115,116093,582,TV,11,Currently Airing,Winter,2023,J.C.Staff,Action,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,482,1691,8.08,15115,116093,582,TV,11,Currently Airing,Winter,2023,J.C.Staff,Adventure,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,482,1691,8.08,15115,116093,582,TV,11,Currently Airing,Winter,2023,J.C.Staff,Fantasy,
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,483,3556,8.08,16617,32581,53,Movie,1,Finished Airing,,1993,Others,Action,
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,483,3556,8.08,16617,32581,53,Movie,1,Finished Airing,,1993,Others,Drama,
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,483,3556,8.08,16617,32581,53,Movie,1,Finished Airing,,1993,Others,Sci-Fi,
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Sunrise,Action,Shounen
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Sunrise,Comedy,Shounen
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Sunrise,Sci-Fi,Shounen
Hikaru no Go,485,1523,8.08,60877,131671,2313,TV,75,Finished Airing,Fall,2001,Pierrot,Comedy,Shounen
Hikaru no Go,485,1523,8.08,60877,131671,2313,TV,75,Finished Airing,Fall,2001,Pierrot,Drama,Shounen
Hikaru no Go,485,1523,8.08,60877,131671,2313,TV,75,Finished Airing,Fall,2001,Pierrot,Supernatural,Shounen
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,486,1559,8.08,55784,127701,810,TV,10,Finished Airing,Spring,2022,Ajia-do,,
Hyouka,487,88,8.08,602986,1289861,25963,TV,22,Finished Airing,Spring,2012,Kyoto Animation,Mystery,
Hyouka,487,88,8.08,602986,1289861,25963,TV,22,Finished Airing,Spring,2012,Kyoto Animation,Slice of Life,
Kidou Senshi Gundam 00 Second Season,488,1421,8.08,90653,144883,1351,TV,25,Finished Airing,Fall,2008,Sunrise,Action,
Kidou Senshi Gundam 00 Second Season,488,1421,8.08,90653,144883,1351,TV,25,Finished Airing,Fall,2008,Sunrise,Drama,
Kidou Senshi Gundam 00 Second Season,488,1421,8.08,90653,144883,1351,TV,25,Finished Airing,Fall,2008,Sunrise,Sci-Fi,
Angel Beats!,489,28,8.07,1230432,1982288,47254,TV,13,Finished Airing,Spring,2010,P.A. Works,Drama,
Angel Beats!,489,28,8.07,1230432,1982288,47254,TV,13,Finished Airing,Spring,2010,P.A. Works,Supernatural,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,422939,902318,16276,TV,25,Finished Airing,Spring,2007,Bones,Action,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,422939,902318,16276,TV,25,Finished Airing,Spring,2007,Bones,Mystery,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,422939,902318,16276,TV,25,Finished Airing,Spring,2007,Bones,Sci-Fi,
Detective Conan Movie 08: Magician of the Silver Sky,491,2735,8.07,31395,53416,36,Movie,1,Finished Airing,,2004,TMS Entertainment,Adventure,Shounen
Detective Conan Movie 08: Magician of the Silver Sky,491,2735,8.07,31395,53416,36,Movie,1,Finished Airing,,2004,TMS Entertainment,Comedy,Shounen
Detective Conan Movie 08: Magician of the Silver Sky,491,2735,8.07,31395,53416,36,Movie,1,Finished Airing,,2004,TMS Entertainment,Mystery,Shounen
Detective Conan Movie 18: The Sniper from Another Dimension,492,3194,8.07,22881,40333,39,Movie,1,Finished Airing,,2014,TMS Entertainment,Action,Shounen
Detective Conan Movie 18: The Sniper from Another Dimension,492,3194,8.07,22881,40333,39,Movie,1,Finished Airing,,2014,TMS Entertainment,Mystery,Shounen
Gintama: Dai Hanseikai,493,3383,8.07,15436,36281,50,Special,1,Finished Airing,,2010,Sunrise,Action,Shounen
Gintama: Dai Hanseikai,493,3383,8.07,15436,36281,50,Special,1,Finished Airing,,2010,Sunrise,Comedy,Shounen
Karakai Jouzu no Takagi-san 2,494,700,8.07,167086,307823,2283,TV,12,Finished Airing,Summer,2019,Shin-Ei Animation,,Shounen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Production I.G,Action,Seinen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Production I.G,Mystery,Seinen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Production I.G,Sci-Fi,Seinen
Kuroko no Basket,496,110,8.07,668363,1131657,20501,TV,25,Finished Airing,Spring,2012,Production I.G,,Shounen
Kuroshitsuji: Book of Circus,497,536,8.07,201821,380773,3463,TV,10,Finished Airing,Summer,2014,A-1 Pictures,Action,Shounen
Kuroshitsuji: Book of Circus,497,536,8.07,201821,380773,3463,TV,10,Finished Airing,Summer,2014,A-1 Pictures,Comedy,Shounen
Kuroshitsuji: Book of Circus,497,536,8.07,201821,380773,3463,TV,10,Finished Airing,Summer,2014,A-1 Pictures,Mystery,Shounen
Kuroshitsuji: Book of Circus,497,536,8.07,201821,380773,3463,TV,10,Finished Airing,Summer,2014,A-1 Pictures,Supernatural,Shounen
Kuroshitsuji: Book of Murder,498,929,8.07,114842,231995,1089,OVA,2,Finished Airing,,2015,A-1 Pictures,Action,Shounen
Kuroshitsuji: Book of Murder,498,929,8.07,114842,231995,1089,OVA,2,Finished Airing,,2015,A-1 Pictures,Comedy,Shounen
Kuroshitsuji: Book of Murder,498,929,8.07,114842,231995,1089,OVA,2,Finished Airing,,2015,A-1 Pictures,Mystery,Shounen
Kuroshitsuji: Book of Murder,498,929,8.07,114842,231995,1089,OVA,2,Finished Airing,,2015,A-1 Pictures,Supernatural,Shounen
Mairimashita! Iruma-kun 2nd Season,499,789,8.07,132290,276308,2261,TV,21,Finished Airing,Spring,2021,Bandai Namco Pictures,Comedy,Shounen
Mairimashita! Iruma-kun 2nd Season,499,789,8.07,132290,276308,2261,TV,21,Finished Airing,Spring,2021,Bandai Namco Pictures,Fantasy,Shounen
Mairimashita! Iruma-kun 2nd Season,501,788,8.07,132346,276396,2261,TV,21,Finished Airing,Spring,2021,Bandai Namco Pictures,Comedy,Shounen
Mairimashita! Iruma-kun 2nd Season,501,788,8.07,132346,276396,2261,TV,21,Finished Airing,Spring,2021,Bandai Namco Pictures,Fantasy,Shounen
Tsuki ga Kirei,502,388,8.07,238298,508130,7603,TV,12,Finished Airing,Spring,2017,feel.,,
World Trigger 2nd Season,503,1499,8.07,49653,134751,751,TV,12,Finished Airing,Winter,2021,Toei Animation,Action,Shounen
World Trigger 2nd Season,503,1499,8.07,49653,134751,751,TV,12,Finished Airing,Winter,2021,Toei Animation,Sci-Fi,Shounen
World Trigger 2nd Season,503,1499,8.07,49653,134751,751,TV,12,Finished Airing,Winter,2021,Toei Animation,Supernatural,Shounen
Yowamushi Pedal: Grande Road,504,1511,8.07,75217,132961,495,TV,24,Finished Airing,Fall,2014,TMS Entertainment,,Shounen
Yuusha-Ou GaoGaiGar Final,505,6042,8.07,3990,9522,169,OVA,8,Finished Airing,,2000,Sunrise,Adventure,
Yuusha-Ou GaoGaiGar Final,505,6042,8.07,3990,9522,169,OVA,8,Finished Airing,,2000,Sunrise,Drama,
Yuusha-Ou GaoGaiGar Final,505,6042,8.07,3990,9522,169,OVA,8,Finished Airing,,2000,Sunrise,Sci-Fi,
City Hunter 2,506,4064,8.06,10407,24950,153,TV,63,Finished Airing,Spring,1988,Sunrise,Action,Shounen
City Hunter 2,506,4064,8.06,10407,24950,153,TV,63,Finished Airing,Spring,1988,Sunrise,Comedy,Shounen
City Hunter 2,506,4064,8.06,10407,24950,153,TV,63,Finished Airing,Spring,1988,Sunrise,Mystery,Shounen
Dorohedoro,507,402,8.06,248110,489742,7746,TV,12,Finished Airing,Winter,2020,MAPPA,Action,Seinen
Dorohedoro,507,402,8.06,248110,489742,7746,TV,12,Finished Airing,Winter,2020,MAPPA,Comedy,Seinen
Dorohedoro,507,402,8.06,248110,489742,7746,TV,12,Finished Airing,Winter,2020,MAPPA,Fantasy,Seinen
Dorohedoro,507,402,8.06,248110,489742,7746,TV,12,Finished Airing,Winter,2020,MAPPA,Horror,Seinen
Durarara!!x2 Ketsu,508,578,8.06,178602,362184,1062,TV,12,Finished Airing,Winter,2016,Shuka,Action,
Durarara!!x2 Ketsu,508,578,8.06,178602,362184,1062,TV,12,Finished Airing,Winter,2016,Shuka,Mystery,
Durarara!!x2 Ketsu,508,578,8.06,178602,362184,1062,TV,12,Finished Airing,Winter,2016,Shuka,Supernatural,
Girls & Panzer: Saishuushou Part 2,509,3607,8.06,14672,31662,86,Movie,1,Finished Airing,,2019,Actas,,
Gosick,510,381,8.06,220727,517605,8004,TV,24,Finished Airing,Winter,2011,Bones,Drama,
Gosick,510,381,8.06,220727,517605,8004,TV,24,Finished Airing,Winter,2011,Bones,Mystery,
Gosick,510,381,8.06,220727,517605,8004,TV,24,Finished Airing,Winter,2011,Bones,Romance,
Hidamari Sketch: Sae Hiro Sotsugyou-hen,511,5302,8.06,5795,13147,26,OVA,2,Finished Airing,,2013,Shaft,Comedy,
Hidamari Sketch: Sae Hiro Sotsugyou-hen,511,5302,8.06,5795,13147,26,OVA,2,Finished Airing,,2013,Shaft,Slice of Life,
Kodomo no Omocha (TV),512,2498,8.06,25839,63343,1271,TV,102,Finished Airing,Spring,1996,Gallop,Comedy,Shoujo
Kodomo no Omocha (TV),512,2498,8.06,25839,63343,1271,TV,102,Finished Airing,Spring,1996,Gallop,Drama,Shoujo
Kodomo no Omocha (TV),512,2498,8.06,25839,63343,1271,TV,102,Finished Airing,Spring,1996,Gallop,Romance,Shoujo
Koukyoushihen Eureka Seven,513,480,8.06,178131,422680,8964,TV,50,Finished Airing,Spring,2005,Bones,Adventure,
Koukyoushihen Eureka Seven,513,480,8.06,178131,422680,8964,TV,50,Finished Airing,Spring,2005,Bones,Drama,
Koukyoushihen Eureka Seven,513,480,8.06,178131,422680,8964,TV,50,Finished Airing,Spring,2005,Bones,Romance,
Koukyoushihen Eureka Seven,513,480,8.06,178131,422680,8964,TV,50,Finished Airing,Spring,2005,Bones,Sci-Fi,
Mahoutsukai no Yome,514,182,8.06,351461,844157,10969,TV,24,Finished Airing,Fall,2017,Wit Studio,Fantasy,Shounen
Mahoutsukai no Yome,514,182,8.06,351461,844157,10969,TV,24,Finished Airing,Fall,2017,Wit Studio,Supernatural,Shounen
Omoide no Marnie,515,798,8.06,149341,273379,2426,Movie,1,Finished Airing,,2014,Studio Ghibli,Drama,
Omoide no Marnie,515,798,8.06,149341,273379,2426,Movie,1,Finished Airing,,2014,Studio Ghibli,Mystery,
Quanzhi Gaoshou: Dianfeng Rongyao,516,2960,8.06,21331,46124,125,Movie,1,Finished Airing,,2019,Others,,
Shijou Saikyou no Deshi Kenichi,517,747,8.06,151861,289264,3434,TV,50,Finished Airing,Fall,2006,TMS Entertainment,Action,Shounen
Shijou Saikyou no Deshi Kenichi,517,747,8.06,151861,289264,3434,TV,50,Finished Airing,Fall,2006,TMS Entertainment,Comedy,Shounen
Kyou kara Ore wa!!,518,3614,8.05,10156,31533,388,OVA,10,Finished Airing,,1993,Pierrot,,Shounen
xxxHOLiC Shunmuki,519,2406,8.05,32778,67565,100,OVA,2,Finished Airing,,2009,Production I.G,Comedy,Seinen
xxxHOLiC Shunmuki,519,2406,8.05,32778,67565,100,OVA,2,Finished Airing,,2009,Production I.G,Drama,Seinen
xxxHOLiC Shunmuki,519,2406,8.05,32778,67565,100,OVA,2,Finished Airing,,2009,Production I.G,Mystery,Seinen
xxxHOLiC Shunmuki,519,2406,8.05,32778,67565,100,OVA,2,Finished Airing,,2009,Production I.G,Supernatural,Seinen
Boku no Hero Academia 3rd Season,520,26,8.05,1343638,2036847,12763,TV,25,Finished Airing,Spring,2018,Bones,,Shounen
Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,Madhouse,Adventure,
Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,Madhouse,Award Winning,
Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,Madhouse,Drama,
Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,Madhouse,Mystery,
Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,Madhouse,Sci-Fi,
Fate/stay night: Unlimited Blade Works Prologue,522,705,8.05,189263,304165,435,Special,1,Finished Airing,,2014,ufotable,Action,
Fate/stay night: Unlimited Blade Works Prologue,522,705,8.05,189263,304165,435,Special,1,Finished Airing,,2014,ufotable,Fantasy,
Fate/stay night: Unlimited Blade Works Prologue,522,705,8.05,189263,304165,435,Special,1,Finished Airing,,2014,ufotable,Supernatural,
Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,,1999,Others,Action,
Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,,1999,Others,Drama,
Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,,1999,Others,Sci-Fi,
Glass no Kamen (2005),524,3319,8.05,11971,37453,496,TV,51,Finished Airing,Spring,2005,Tokyo Movie Shinsha,,Shoujo
