Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Demographic
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,Sound Team Don Juan,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,Amuse,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,Kadokawa,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,voque ting,
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Production I.G,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Dentsu,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Mainichi Broadcasting System,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Pony Canyon,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Kodansha,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Techno Sound,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Pony Canyon Enterprise,Shounen
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Frontier Works,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Media Factory,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Movic,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,AT-X,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Kadokawa Pictures Japan,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Nitroplus,
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,Dentsu,Shounen
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,Yomiuri Telecasting,Shounen
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,Movic,Shounen
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,Sony Music Entertainment,Shounen
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,TOHO animation,Shounen
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,Shueisha,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,TV Tokyo,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Aniplex,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,KSS,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Rakuonsha,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,TV Tokyo Music,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Shueisha,Shounen
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Frontier Works,
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Media Factory,
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Movic,
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,AT-X,
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,Mainichi Broadcasting System,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,TOHO animation,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,Shueisha,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,dugout,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,Sumzap,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Production I.G,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Dentsu,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Mainichi Broadcasting System,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Pony Canyon,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Kodansha,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Techno Sound,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Pony Canyon Enterprise,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Shochiku,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Pony Canyon,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Kodansha,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,ABC Animation,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Quaras,Shounen
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Bandai Visual,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Mainichi Broadcasting System,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Bandai,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Sony Music Entertainment,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Bandai Namco Entertainment,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Hakuhodo DY Media Partners,
One Piece,57,21,8.68,1188125.0,2106084,191550,TV,0,Currently Airing,Fall,1999,Fuji TV,Shounen
One Piece,57,21,8.68,1188125.0,2106084,191550,TV,0,Currently Airing,Fall,1999,TAP,Shounen
One Piece,57,21,8.68,1188125.0,2106084,191550,TV,0,Currently Airing,Fall,1999,Shueisha,Shounen
Toradora!,480,22,8.09,1309092.0,2087338,55101,TV,25,Finished Airing,Fall,2008,Genco,
Toradora!,480,22,8.09,1309092.0,2087338,55101,TV,25,Finished Airing,Fall,2008,Starchild Records,
Toradora!,480,22,8.09,1309092.0,2087338,55101,TV,25,Finished Airing,Fall,2008,Magic Capsule,
Toradora!,480,22,8.09,1309092.0,2087338,55101,TV,25,Finished Airing,Fall,2008,Yomiuri Advertising,
Toradora!,480,22,8.09,1309092.0,2087338,55101,TV,25,Finished Airing,Fall,2008,TV Tokyo Music,
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,Aniplex,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,Dentsu,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,Kodansha,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,Fuji TV,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,Lawson HMV Entertainment,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,Kyoraku Industrial Holdings,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1263170.0,2067896,82327,TV,22,Finished Airing,Fall,2014,Kansai Telecasting,Shounen
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,TV Tokyo,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,Media Factory,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,Kadokawa Shoten,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,AT-X,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,Magic Capsule,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,Memory-Tech,
Re:Zero kara Hajimeru Isekai Seikatsu,307,24,8.24,1320686.0,2049895,63697,TV,25,Finished Airing,Spring,2016,Hakuhodo DY Music & Pictures,
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Avex Entertainment,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Dentsu,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Shochiku,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Kodansha,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Movic,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Ai Addiction,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,Lawson HMV Entertainment,Shounen
Noragami,628,25,7.96,1207661.0,2044757,32282,TV,12,Finished Airing,Winter,2014,A-Sketch,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1346080.0,2040844,12761,TV,25,Finished Airing,Spring,2018,Dentsu,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1346080.0,2040844,12761,TV,25,Finished Airing,Spring,2018,Yomiuri Telecasting,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1346080.0,2040844,12761,TV,25,Finished Airing,Spring,2018,Movic,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1346080.0,2040844,12761,TV,25,Finished Airing,Spring,2018,Sony Music Entertainment,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1346080.0,2040844,12761,TV,25,Finished Airing,Spring,2018,TOHO animation,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1346080.0,2040844,12761,TV,25,Finished Airing,Spring,2018,Shueisha,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Production I.G,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Dentsu,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Mainichi Broadcasting System,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Pony Canyon,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Kodansha,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Techno Sound,Shounen
Shingeki no Kyojin Season 3 Part 2,7,27,9.06,1428129.0,2039398,54307,TV,10,Finished Airing,Spring,2019,Pony Canyon Enterprise,Shounen
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,Aniplex,
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,Dentsu,
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,Mainichi Broadcasting System,
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,CBC Television,
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,Movic,
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,Visual Arts,
Angel Beats!,505,28,8.06,1231643.0,1984503,47291,TV,13,Finished Airing,Spring,2010,ASCII Media Works,
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,Nihon Ad Systems,Shounen
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,Sony Music Entertainment,Shounen
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,TOHO animation,Shounen
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,Q-Tec,Shounen
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,Fields,Shounen
Akame ga Kill!,1809,29,7.47,1233627.0,1962503,27727,TV,24,Finished Airing,Summer,2014,Jinnan Studio,Shounen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Aniplex,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Dentsu,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Kadokawa Shoten,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Fuji TV,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,DAX Production,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Kyoraku Industrial Holdings,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Kansai Telecasting,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Lawson,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,Kanetsu Investment,Seinen
Boku dake ga Inai Machi,241,30,8.31,1275555.0,1954189,45960,TV,12,Finished Airing,Winter,2016,C-one,Seinen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,Aniplex,Shounen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,Dentsu,Shounen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,Mainichi Broadcasting System,Shounen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,Kodansha,Shounen
Nanatsu no Taizai,1180,31,7.68,1270965.0,1941955,19100,TV,24,Finished Airing,Fall,2014,Movic,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,Lantis,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,Kadokawa Shoten,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,Rakuonsha,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,Kadokawa Pictures Japan,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,KlockWorx,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,chara-ani.com,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,12 Diary Holders,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,Dwango,Shounen
Mirai Nikki (TV),1985,32,7.43,1161340.0,1920331,29986,TV,26,Finished Airing,Fall,2011,Sakura Create,Shounen
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,Warner Bros. Japan,
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,KlockWorx,
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,BS Fuji,
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,Hakuhodo DY Music & Pictures,
Mob Psycho 100,131,33,8.49,1171608.0,1909457,44320,TV,12,Finished Airing,Summer,2016,Shogakukan,
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,Dentsu,Shounen
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,Studio Hibari,Shounen
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,Fuji TV,Shounen
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,DAX Production,Shounen
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,BS Fuji,Shounen
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,Avex Pictures,Shounen
Ansatsu Kyoushitsu,468,34,8.09,1107777.0,1873799,28281,TV,22,Finished Airing,Winter,2015,Shueisha,Shounen
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,Aniplex,
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,Genco,
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,ASCII Media Works,
Sword Art Online II,5526,35,6.7,1267482.0,1872572,9177,TV,24,Finished Airing,Summer,2014,Bandai Namco Games,
Haikyuu!!,151,36,8.44,1140162.0,1830938,70008,TV,25,Finished Airing,Spring,2014,Dentsu,Shounen
Haikyuu!!,151,36,8.44,1140162.0,1830938,70008,TV,25,Finished Airing,Spring,2014,Mainichi Broadcasting System,Shounen
Haikyuu!!,151,36,8.44,1140162.0,1830938,70008,TV,25,Finished Airing,Spring,2014,Movic,Shounen
Haikyuu!!,151,36,8.44,1140162.0,1830938,70008,TV,25,Finished Airing,Spring,2014,TOHO animation,Shounen
Haikyuu!!,151,36,8.44,1140162.0,1830938,70008,TV,25,Finished Airing,Spring,2014,Shueisha,Shounen
Haikyuu!!,151,36,8.44,1140162.0,1830938,70008,TV,25,Finished Airing,Spring,2014,Spacey Music Entertainment,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,Aniplex,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,Dentsu,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,Mainichi Broadcasting System,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,Movic,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,Sakura Create,Shounen
Ao no Exorcist,1709,37,7.5,1103203.0,1828590,16565,TV,25,Finished Airing,Spring,2011,Shueisha,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,Aniplex,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,Dentsu,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,Fuji TV,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,Shueisha,Shounen
Yakusoku no Neverland,117,38,8.52,1194524.0,1824608,31952,TV,12,Finished Airing,Winter,2019,CA-Cygames Anime Fund,Shounen
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Half H.P Studio,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Nippon Columbia,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,KlockWorx,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Sony Music Communications,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Toranoana,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,81 Produce,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Kadokawa Media House,
Kono Subarashii Sekai ni Shukufuku wo!,427,39,8.12,1185199.0,1820907,42871,TV,10,Finished Airing,Winter,2016,Kadokawa,
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,TV Tokyo,Shounen
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,Aniplex,Shounen
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,Dentsu,Shounen
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,TV Tokyo Music,Shounen
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,Studio Kelmadick,Shounen
Bleach,710,40,7.91,1045209.0,1815663,67126,TV,366,Finished Airing,Fall,2004,Shueisha,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,Production I.G,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,Dentsu,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,Pony Canyon,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,Kodansha,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,Techno Sound,Shounen
Shingeki no Kyojin: The Final Season,31,41,8.81,1177891.0,1786791,51008,TV,16,Finished Airing,Winter,2021,Pony Canyon Enterprise,Shounen
Kiseijuu: Sei no Kakuritsu,209,42,8.34,1082166.0,1747169,33068,TV,24,Finished Airing,Fall,2014,VAP,Seinen
Kiseijuu: Sei no Kakuritsu,209,42,8.34,1082166.0,1747169,33068,TV,24,Finished Airing,Fall,2014,Kodansha,Seinen
Kiseijuu: Sei no Kakuritsu,209,42,8.34,1082166.0,1747169,33068,TV,24,Finished Airing,Fall,2014,Nippon Television Network,Seinen
Kiseijuu: Sei no Kakuritsu,209,42,8.34,1082166.0,1747169,33068,TV,24,Finished Airing,Fall,2014,Forecast Communications,Seinen
Cowboy Bebop,39,43,8.75,893529.0,1734058,76916,TV,26,Finished Airing,Spring,1998,Bandai Visual,
Sen to Chihiro no Kamikakushi,34,44,8.78,1208215.0,1722546,30486,Movie,1,Finished Airing,,2001,Toho,
Tokyo Ghoul √A,3948,45,7.03,1140027.0,1680356,10262,TV,12,Finished Airing,Winter,2015,Marvelous AQL,Seinen
Tokyo Ghoul √A,3948,45,7.03,1140027.0,1680356,10262,TV,12,Finished Airing,Winter,2015,Shueisha,Seinen
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,TV Tokyo,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Kadokawa Shoten,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Nihon Ad Systems,
Neon Genesis Evangelion,210,46,8.34,1000460.0,1679253,98496,TV,26,Finished Airing,Fall,1995,Audio Tanaka,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Bandai Visual,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Mainichi Broadcasting System,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Bandai,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Bandai Namco Entertainment,
Code Geass: Hangyaku no Lelouch R2,22,47,8.91,1125393.0,1667662,73674,TV,25,Finished Airing,Spring,2008,Hakuhodo DY Media Partners,
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,TV Tokyo,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,Dentsu,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,Pony Canyon,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,Kodansha,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,DAX Production,Shounen
Fairy Tail,1445,48,7.58,968898.0,1659249,45119,TV,175,Finished Airing,Fall,2009,Sakura Create,Shounen
