Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Demographic
Dagashi Kashi,6009,463,6.61,190688.0,434265,967,TV,12,Finished Airing,Winter,2016,Shogakukan,Shounen
Dagashi Kashi,6009,463,6.61,190688.0,434265,967,TV,12,Finished Airing,Winter,2016,Lawson,Shounen
Dagashi Kashi,6009,463,6.61,190688.0,434265,967,TV,12,Finished Airing,Winter,2016,RAY,Shounen
Dagashi Kashi,6009,463,6.61,190688.0,434265,967,TV,12,Finished Airing,Winter,2016,U-NEXT,Shounen
Dagashi Kashi,6009,463,6.61,190688.0,434265,967,TV,12,Finished Airing,Winter,2016,Nichion,Shounen
Shingeki no Kyojin OVA,786,464,7.87,253480.0,433766,888,OVA,3,Finished Airing,,2013,Production I.G,Shounen
Shingeki no Kyojin OVA,786,464,7.87,253480.0,433766,888,OVA,3,Finished Airing,,2013,Dentsu,Shounen
Shingeki no Kyojin OVA,786,464,7.87,253480.0,433766,888,OVA,3,Finished Airing,,2013,Mainichi Broadcasting System,Shounen
Shingeki no Kyojin OVA,786,464,7.87,253480.0,433766,888,OVA,3,Finished Airing,,2013,Pony Canyon,Shounen
Shingeki no Kyojin OVA,786,464,7.87,253480.0,433766,888,OVA,3,Finished Airing,,2013,Kodansha,Shounen
Shingeki no Kyojin OVA,786,464,7.87,253480.0,433766,888,OVA,3,Finished Airing,,2013,Pony Canyon Enterprise,Shounen
Mairimashita! Iruma-kun,1030,465,7.75,228826.0,433715,3781,TV,23,Finished Airing,Fall,2019,NHK,Shounen
Mairimashita! Iruma-kun,1030,465,7.75,228826.0,433715,3781,TV,23,Finished Airing,Fall,2019,NHK Enterprises,Shounen
Overlord IV,455,466,8.1,193382.0,433229,6488,TV,13,Finished Airing,Summer,2022,AT-X,
Overlord IV,455,466,8.1,193382.0,433229,6488,TV,13,Finished Airing,Summer,2022,Hakuhodo DY Music & Pictures,
Overlord IV,455,466,8.1,193382.0,433229,6488,TV,13,Finished Airing,Summer,2022,NTT Plala,
Overlord IV,455,466,8.1,193382.0,433229,6488,TV,13,Finished Airing,Summer,2022,Kadokawa,
Love Live! School Idol Project,2069,467,7.41,218120.0,431409,7908,TV,13,Finished Airing,Winter,2013,Bandai Visual,
Love Live! School Idol Project,2069,467,7.41,218120.0,431409,7908,TV,13,Finished Airing,Winter,2013,Lantis,
Love Live! School Idol Project,2069,467,7.41,218120.0,431409,7908,TV,13,Finished Airing,Winter,2013,ASCII Media Works,
Love Live! School Idol Project,2069,467,7.41,218120.0,431409,7908,TV,13,Finished Airing,Winter,2013,Bushiroad,
Kizumonogatari III: Reiketsu-hen,33,468,8.79,250327.0,431265,7126,Movie,1,Finished Airing,,2017,Aniplex,
Kizumonogatari III: Reiketsu-hen,33,468,8.79,250327.0,431265,7126,Movie,1,Finished Airing,,2017,Kodansha,
Hibike! Euphonium,586,469,8.0,180081.0,430850,6778,TV,13,Finished Airing,Spring,2015,Lantis,
Hibike! Euphonium,586,469,8.0,180081.0,430850,6778,TV,13,Finished Airing,Spring,2015,Pony Canyon,
Hibike! Euphonium,586,469,8.0,180081.0,430850,6778,TV,13,Finished Airing,Spring,2015,Rakuonsha,
Zero no Tsukaima: Princesses no Rondo,2416,470,7.33,262820.0,430361,797,TV,12,Finished Airing,Summer,2008,,
Mekakucity Actors,3935,471,7.03,199159.0,429945,3662,TV,12,Finished Airing,Spring,2014,Aniplex,
Mekakucity Actors,3935,471,7.03,199159.0,429945,3662,TV,12,Finished Airing,Spring,2014,1st PLACE,
Mekakucity Actors,3935,471,7.03,199159.0,429945,3662,TV,12,Finished Airing,Spring,2014,Tokyo MX,
Mekakucity Actors,3935,471,7.03,199159.0,429945,3662,TV,12,Finished Airing,Spring,2014,BS11,
Gakkougurashi!,1356,472,7.62,207799.0,428244,5261,TV,12,Finished Airing,Summer,2015,Sotsu,
Gakkougurashi!,1356,472,7.62,207799.0,428244,5261,TV,12,Finished Airing,Summer,2015,Nitroplus,
Gakkougurashi!,1356,472,7.62,207799.0,428244,5261,TV,12,Finished Airing,Summer,2015,NBCUniversal Entertainment Japan,
Watashi ga Motete Dousunda,4154,473,6.98,213343.0,427421,1813,TV,12,Finished Airing,Fall,2016,TBS,Shoujo
Watashi ga Motete Dousunda,4154,473,6.98,213343.0,427421,1813,TV,12,Finished Airing,Fall,2016,Kodansha,Shoujo
Watashi ga Motete Dousunda,4154,473,6.98,213343.0,427421,1813,TV,12,Finished Airing,Fall,2016,DAX Production,Shoujo
Watashi ga Motete Dousunda,4154,473,6.98,213343.0,427421,1813,TV,12,Finished Airing,Fall,2016,Nippon Columbia,Shoujo
Watashi ga Motete Dousunda,4154,473,6.98,213343.0,427421,1813,TV,12,Finished Airing,Fall,2016,RAY,Shoujo
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,Nihon Ad Systems,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,Kodansha,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,KlockWorx,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,Docomo Anime Store,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,King Records,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,Crunchyroll,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,GYAO!,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,BS NTV,Shounen
Kyokou Suiri,4447,474,6.91,186677.0,427176,1238,TV,12,Finished Airing,Winter,2020,Marui Group,Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean,335,475,8.21,221501.0,426783,6695,ONA,12,Finished Airing,,2021,Warner Bros. Japan,Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean,335,475,8.21,221501.0,426783,6695,ONA,12,Finished Airing,,2021,KlockWorx,Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean,335,475,8.21,221501.0,426783,6695,ONA,12,Finished Airing,,2021,Medicos Entertainment,Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean,335,475,8.21,221501.0,426783,6695,ONA,12,Finished Airing,,2021,Shueisha,Shounen
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Aniplex,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Movic,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Barnum Studio,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Tokyo MX,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Q-Tec,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Docomo Anime Store,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,BS11,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Straight Edge,
Ore wo Suki nano wa Omae dake ka yo,2471,476,7.32,227553.0,426301,2173,TV,12,Finished Airing,Fall,2019,Kadokawa,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,Genco,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,Movic,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,Warner Bros. Japan,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,KlockWorx,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,SoftBank Creative,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,MAGES.,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,Hakuhodo DY Music & Pictures,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,FuRyu,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3810,477,7.06,210909.0,425076,673,TV,12,Finished Airing,Spring,2017,Imagine,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,Sotsu,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,Movic,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,Warner Bros. Japan,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,KlockWorx,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,Showgate,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,Infinite,
Shirobako,253,478,8.29,137029.0,424855,6169,TV,24,Finished Airing,Fall,2014,Imagine,
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,Mainichi Broadcasting System,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,Kodansha,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,Movic,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,AT-X,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,TOHO animation,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,Tokyo MX,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,Q-Tec,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,Kyoraku Industrial Holdings,Seinen
Houseki no Kuni,177,479,8.4,181181.0,424298,12361,TV,12,Finished Airing,Fall,2017,BS11,Seinen
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Aniplex,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Bandai Visual,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Kadokawa Shoten,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Mainichi Broadcasting System,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Bandai,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Ashi Productions,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Sony Music Entertainment,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Bandai Namco Games,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Hakuhodo DY Media Partners,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,Bandai Channel,
Koukyoushihen Eureka Seven,511,480,8.06,178228.0,423000,8969,TV,50,Finished Airing,Spring,2005,USEN,
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,4387,481,6.93,255878.0,421397,1201,TV,13,Finished Airing,Spring,2013,Aniplex,
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,371,482,8.18,231615.0,421183,2439,Movie,1,Finished Airing,,2017,Aniplex,
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,371,482,8.18,231615.0,421183,2439,Movie,1,Finished Airing,,2017,Notes,
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,371,482,8.18,231615.0,421183,2439,Movie,1,Finished Airing,,2017,Kadokawa,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Sotsu,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Movic,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,KlockWorx,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Tokyo MX,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Hakuhodo DY Music & Pictures,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Infinite,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,BS11,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Kadokawa,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Bandai Namco Music Live,
Hataraku Maou-sama!!,5693,483,6.67,109537.0,421207,4787,TV,12,Finished Airing,Summer,2022,Happinet Phantom Studios,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Dentsu,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Kadokawa Shoten,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Fuji TV,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Toho,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Asmik Ace,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Tohokushinsha Film Corporation,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Sony Music Entertainment,
Yojouhan Shinwa Taikei,95,484,8.57,136140.0,420779,17440,TV,11,Finished Airing,Spring,2010,Fujipacific Music,
Working!!,1263,485,7.65,200123.0,418337,2474,TV,13,Finished Airing,Spring,2010,Aniplex,Seinen
Working!!,1263,485,7.65,200123.0,418337,2474,TV,13,Finished Airing,Spring,2010,Rakuonsha,Seinen
Steins;Gate: Oukoubakko no Poriomania,254,486,8.29,264153.0,417568,790,Special,1,Finished Airing,,2012,Frontier Works,
Kizumonogatari II: Nekketsu-hen,89,487,8.58,252131.0,417366,2248,Movie,1,Finished Airing,,2016,Aniplex,
Kizumonogatari II: Nekketsu-hen,89,487,8.58,252131.0,417366,2248,Movie,1,Finished Airing,,2016,Kodansha,
Pandora Hearts,1245,488,7.66,170550.0,417344,5140,TV,25,Finished Airing,Spring,2009,Square Enix,Shounen
Pandora Hearts,1245,488,7.66,170550.0,417344,5140,TV,25,Finished Airing,Spring,2009,TBS,Shounen
Pandora Hearts,1245,488,7.66,170550.0,417344,5140,TV,25,Finished Airing,Spring,2009,flying DOG,Shounen
No.6,1470,489,7.57,197777.0,416941,7201,TV,11,Finished Airing,Summer,2011,Aniplex,
No.6,1470,489,7.57,197777.0,416941,7201,TV,11,Finished Airing,Summer,2011,Dentsu,
No.6,1470,489,7.57,197777.0,416941,7201,TV,11,Finished Airing,Summer,2011,Kodansha,
No.6,1470,489,7.57,197777.0,416941,7201,TV,11,Finished Airing,Summer,2011,Fuji TV,
Gakusen Toshi Asterisk 2nd Season,4048,490,7.01,243959.0,414847,750,TV,12,Finished Airing,Spring,2016,Aniplex,
Gakusen Toshi Asterisk 2nd Season,4048,490,7.01,243959.0,414847,750,TV,12,Finished Airing,Spring,2016,Animax,
Gakusen Toshi Asterisk 2nd Season,4048,490,7.01,243959.0,414847,750,TV,12,Finished Airing,Spring,2016,Movic,
Gakusen Toshi Asterisk 2nd Season,4048,490,7.01,243959.0,414847,750,TV,12,Finished Airing,Spring,2016,flying DOG,
Gakusen Toshi Asterisk 2nd Season,4048,490,7.01,243959.0,414847,750,TV,12,Finished Airing,Spring,2016,Bandai Namco Entertainment,
Gakusen Toshi Asterisk 2nd Season,4048,490,7.01,243959.0,414847,750,TV,12,Finished Airing,Spring,2016,Asahi Broadcasting,
Cardcaptor Sakura,384,491,8.16,209404.0,413964,12522,TV,70,Finished Airing,Spring,1998,NHK,Shoujo
Cardcaptor Sakura,384,491,8.16,209404.0,413964,12522,TV,70,Finished Airing,Spring,1998,Kodansha,Shoujo
Cardcaptor Sakura,384,491,8.16,209404.0,413964,12522,TV,70,Finished Airing,Spring,1998,Sogo Vision,Shoujo
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Frontier Works,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Kadokawa Shoten,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Movic,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,AT-X,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Delfi Sound,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Sony Music Communications,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Houbunsha,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,MAGES.,
New Game!,1469,492,7.57,196570.0,413533,2813,TV,12,Finished Airing,Summer,2016,Lawson,
Evangelion: 3.0 You Can (Not) Redo,1319,493,7.63,245260.0,412171,1889,Movie,1,Finished Airing,,2012,,
Kekkai Sensen & Beyond,925,494,7.8,184906.0,411322,1588,TV,12,Finished Airing,Fall,2017,Nihon Ad Systems,Shounen
Kekkai Sensen & Beyond,925,494,7.8,184906.0,411322,1588,TV,12,Finished Airing,Fall,2017,Mainichi Broadcasting System,Shounen
Kekkai Sensen & Beyond,925,494,7.8,184906.0,411322,1588,TV,12,Finished Airing,Fall,2017,TOHO animation,Shounen
Kekkai Sensen & Beyond,925,494,7.8,184906.0,411322,1588,TV,12,Finished Airing,Fall,2017,Shueisha,Shounen
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,TV Tokyo,Shoujo
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,TV Osaka,Shoujo
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,Nihon Ad Systems,Shoujo
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,Hakusensha,Shoujo
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,Avex Pictures,Shoujo
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,TMS Music,Shoujo
Fruits Basket: The Final,13,495,9.01,200641.0,411467,18361,TV,13,Finished Airing,Spring,2021,8PAN,Shoujo
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,Aniplex,Shounen
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,Movic,Shounen
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,Barnum Studio,Shounen
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,Magic Capsule,Shounen
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,Shueisha,Shounen
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,BS11,Shounen
Bokutachi wa Benkyou ga Dekinai,2597,496,7.29,214015.0,410927,1594,TV,13,Finished Airing,Spring,2019,ADK,Shounen
Blue Period,881,497,7.82,178435.0,409420,5386,TV,12,Finished Airing,Fall,2021,Mainichi Broadcasting System,Seinen
Blue Period,881,497,7.82,178435.0,409420,5386,TV,12,Finished Airing,Fall,2021,Kodansha,Seinen
Blue Period,881,497,7.82,178435.0,409420,5386,TV,12,Finished Airing,Fall,2021,DMM pictures,Seinen
Blue Period,881,497,7.82,178435.0,409420,5386,TV,12,Finished Airing,Fall,2021,Bit grooove promotion,Seinen
Blue Period,881,497,7.82,178435.0,409420,5386,TV,12,Finished Airing,Fall,2021,DMM Music,Seinen
Hanamonogatari,676,498,7.93,229606.0,409158,1067,TV,5,Finished Airing,Summer,2014,Aniplex,
Hanamonogatari,676,498,7.93,229606.0,409158,1067,TV,5,Finished Airing,Summer,2014,Kodansha,
"Komi-san wa, Comyushou desu. 2nd Season",453,499,8.1,188087.0,408910,3662,TV,12,Finished Airing,Spring,2022,TV Tokyo,Shounen
"Komi-san wa, Comyushou desu. 2nd Season",453,499,8.1,188087.0,408910,3662,TV,12,Finished Airing,Spring,2022,Dentsu,Shounen
"Komi-san wa, Comyushou desu. 2nd Season",453,499,8.1,188087.0,408910,3662,TV,12,Finished Airing,Spring,2022,Shogakukan-Shueisha Productions,Shounen
"Komi-san wa, Comyushou desu. 2nd Season",453,499,8.1,188087.0,408910,3662,TV,12,Finished Airing,Spring,2022,Half H.P Studio,Shounen
"Komi-san wa, Comyushou desu. 2nd Season",453,499,8.1,188087.0,408910,3662,TV,12,Finished Airing,Spring,2022,Nippon Columbia,Shounen
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1833,500,7.47,220057.0,408802,2744,TV,12,Finished Airing,Spring,2020,Mainichi Broadcasting System,Shoujo
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1833,500,7.47,220057.0,408802,2744,TV,12,Finished Airing,Spring,2020,Asmik Ace,Shoujo
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1833,500,7.47,220057.0,408802,2744,TV,12,Finished Airing,Spring,2020,King Records,Shoujo
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1833,500,7.47,220057.0,408802,2744,TV,12,Finished Airing,Spring,2020,Ichijinsha,Shoujo
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1833,500,7.47,220057.0,408802,2744,TV,12,Finished Airing,Spring,2020,Nichion,Shoujo
Kara no Kyoukai Movie 1: Fukan Fuukei,1452,501,7.58,177488.0,406167,2318,Movie,1,Finished Airing,,2007,Aniplex,
Kara no Kyoukai Movie 1: Fukan Fuukei,1452,501,7.58,177488.0,406167,2318,Movie,1,Finished Airing,,2007,Kodansha,
Kara no Kyoukai Movie 1: Fukan Fuukei,1452,501,7.58,177488.0,406167,2318,Movie,1,Finished Airing,,2007,Notes,
Non Non Biyori,655,502,7.94,166673.0,406007,6078,TV,12,Finished Airing,Fall,2013,TV Tokyo,Seinen
Non Non Biyori,655,502,7.94,166673.0,406007,6078,TV,12,Finished Airing,Fall,2013,Lantis,Seinen
Non Non Biyori,655,502,7.94,166673.0,406007,6078,TV,12,Finished Airing,Fall,2013,Media Factory,Seinen
Non Non Biyori,655,502,7.94,166673.0,406007,6078,TV,12,Finished Airing,Fall,2013,Kadokawa Shoten,Seinen
Non Non Biyori,655,502,7.94,166673.0,406007,6078,TV,12,Finished Airing,Fall,2013,AT-X,Seinen
Non Non Biyori,655,502,7.94,166673.0,406007,6078,TV,12,Finished Airing,Fall,2013,Sony Music Communications,Seinen
Hagure Yuusha no Aesthetica,5250,503,6.75,211153.0,404914,1150,TV,12,Finished Airing,Summer,2012,Genco,
Hagure Yuusha no Aesthetica,5250,503,6.75,211153.0,404914,1150,TV,12,Finished Airing,Summer,2012,Lantis,
Hagure Yuusha no Aesthetica,5250,503,6.75,211153.0,404914,1150,TV,12,Finished Airing,Summer,2012,Media Factory,
Hagure Yuusha no Aesthetica,5250,503,6.75,211153.0,404914,1150,TV,12,Finished Airing,Summer,2012,AT-X,
Hagure Yuusha no Aesthetica,5250,503,6.75,211153.0,404914,1150,TV,12,Finished Airing,Summer,2012,Showgate,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,74,504,8.63,213651.0,405017,3221,Movie,1,Finished Airing,,2020,IRMA LA DOUCE,
86 Part 2,49,505,8.71,217178.0,404741,12082,TV,12,Finished Airing,Fall,2021,Aniplex,
86 Part 2,49,505,8.71,217178.0,404741,12082,TV,12,Finished Airing,Fall,2021,Kadokawa,
86 Part 2,49,505,8.71,217178.0,404741,12082,TV,12,Finished Airing,Fall,2021,Bandai Spirits,
Inou-Battle wa Nichijou-kei no Naka de,3753,506,7.07,189792.0,404132,894,TV,12,Finished Airing,Fall,2014,TV Tokyo,
Inou-Battle wa Nichijou-kei no Naka de,3753,506,7.07,189792.0,404132,894,TV,12,Finished Airing,Fall,2014,Sotsu,
Inou-Battle wa Nichijou-kei no Naka de,3753,506,7.07,189792.0,404132,894,TV,12,Finished Airing,Fall,2014,Half H.P Studio,
Inou-Battle wa Nichijou-kei no Naka de,3753,506,7.07,189792.0,404132,894,TV,12,Finished Airing,Fall,2014,Ultra Super Pictures,
Inou-Battle wa Nichijou-kei no Naka de,3753,506,7.07,189792.0,404132,894,TV,12,Finished Airing,Fall,2014,DIVE II Entertainment,
Inou-Battle wa Nichijou-kei no Naka de,3753,506,7.07,189792.0,404132,894,TV,12,Finished Airing,Fall,2014,Avex Pictures,
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,Movic,Shounen
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,Fuji TV,Shounen
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,Bandai,Shounen
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,BS Fuji,Shounen
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,TOHO animation,Shounen
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,Q-Tec,Shounen
Beastars 2nd Season,888,507,7.81,202521.0,403765,2144,TV,12,Finished Airing,Winter,2021,Akita Shoten,Shounen
